Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2021,"12        ",Male,16,Right-Handed,183,28,188,1-2,Bus,10,0.341,58,Baseball/Softball,720,680,700,135,100,120,27,"Right foot",3.5,3.5,"Same length",November,Fall,No,No,Pizza/Pasta,Juice,Other,8,10,3,"Yes - broadband connection","In person",104,129,9,<1,16,4,9,4,0,9,20,9,0,0,Some,"Undergraduate degree","Rock and roll",Fly,Famous,Actor,Other
USA,NY,2021,"11        ",Male,18,Right-Handed,5'9/,N/A,N/A,2,"Rail (Train/Tram/Subway)",39,0.679,40,Other,1000,1000,952,1000,1000,1000,N/A,"Same length",N/A,N/A,"Ring finger",December,Winter,Yes,No,Fruit,Water,"Physical education",6,3,3,"Yes - broadband connection",Other,25,105,0,30,3,0.5,0.5,1000,0.3,3,1000,2,7,0,"A lot","Some college",Other,"Super strength",Famous,"Musician or singer","Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,154,22,154,2,"Rail (Train/Tram/Subway)",45,0.377,39,Baseball/Softball,717,642,620,695,781,856,22,"Same length",9.0,8.6,"Index finger",January,Fall,No,No,Desserts,Water,Science,6,12,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",37,78,2,0,6,1,1,8,2,2,18,6,0,0,"A lot",Other,Other,Telepathy,Rich,Politician,Health
USA,NY,2021,"12        ",Male,16,Right-Handed,175cm,26cm,180cm,2,Car,6,0.385,49,Baseball/Softball,200,0,0,400,1000,1000,26cm,"Same length",92mm,110mm,"Ring finger",November,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",200,200,8,5,5,2,4,1,14,15,1,5,13,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,17,Right-Handed,173,26,162,2,"Rail (Train/Tram/Subway)",40,0.761,63,Soccer,1000,500,1000,1000,0,1000,25,"Right foot",60,70,"Ring finger",April,Spring,Yes,No,"Rice/Noodle dishes",Tea,English,7,8,4,"Yes - broadband connection","In person",35,25,4,1,13,10,5,8,0,3,20,8,0,6,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,NY,2021,"11        ",Female,16,Right-Handed,175,25,178,2,"Rail (Train/Tram/Subway)",25,0.503,50,"Football (American)",1000,1000,1000,1000,900,1000,25,"Same length",82,75,"Index finger",June,Fall,Yes,Yes,Breads/Sandwiches,Coffee,"Social studies",9,10,4,"Yes - broadband connection","Text messaging",100,75,10,2,25,20,8,0,0,10,15,5,8,3,"A lot","Graduate degree","Punk rock",Fly,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,17,Right-Handed,159,121,152,1,"Rail (Train/Tram/Subway)",70,0.033,50,Walking/Hiking,400,500,300,400,900,900,121,"Same length",70,65,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",15,19,5,1,20,30,7,2,30,1,30,10,0,4,"A lot",Other,Country,Fly,Rich,Other,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,213,30,152,2,Walk,20,0.419,44,None,800,800,500,800,1000,1000,26,"Same length",8,8.5,"Ring finger",March,Winter,Yes,No,Meat,Water,Science,9,9,4,"Yes - broadband connection","Text messaging",10,15,3,0,2,2,1,21,14,10,49,10,0,1,Some,"Undergraduate degree",Other,Telepathy,Happy,"Business person",Health
USA,NY,2021,"12        ",Male,18,Left-Handed,185,29,196,2,Car,25,.25,35,Baseball/Softball,1000,750,750,850,750,1000,29,"Same length",,,"Same length",January,Summer,Yes,No,Desserts,Water,"Computers and technology",7,10,3,"Yes - other","In person",10,10,2,1,2,1,1,1,1,1,1,1,1,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Environment
USA,NY,2021,"11        ",Female,18,Right-Handed,162,22.8,136.3,2,"Rail (Train/Tram/Subway)",45,0.749,59,Dancing,615,406,299,278,374,440,22,"Right foot",6.5,6.2,"Index finger",February,Spring,Yes,No,"Rice/Noodle dishes",Water,English,6,9,5,"Yes - broadband connection","In person",37,49,3,2,4,1,0,0,3,2,4,2,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Business person",Environment
USA,NY,2021,"12        ",Male,16,Right-Handed,182,28,201,1,Car,8,.309,38,Soccer,1000,750,650,700,100,200,"27 ","Right foot",104,112,"Ring finger",November,Winter,No,No,Fruit,Water,"Mathematics and statistics",6,12,4,"Yes - broadband connection","In person",10,100,4,1,14,8,14,3,10,2,35,5,8,8,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,NY,2021,"10        ",Female,14,Right-Handed,163,25,163,3,Walk,10,0.42,0.44,Other,888,749,610,610,422,422,25,"Same length",74,80,"Ring finger",June,Fall,No,No,"No favorite",Water,Art,"7hrs ","7hrs ",4,"Yes - broadband connection","In person",22,40,8,3,10,7,4,1,5,3,24,4,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,18,Right-Handed,174,26,172,2,"Rail (Train/Tram/Subway)",20,0.499,44,Walking/Hiking,1000,914,754,904,781,1000,25,"Right foot",70,80,"Ring finger",February,Fall,Yes,No,Pizza/Pasta,Water,Science,6,10,4,"Yes - broadband connection",,15,10,1,1,4,2,1,3,5,2,6,1,0,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,NY,2021,"12        ",Male,18,Right-Handed,177.8,26.2,189,2,Car,15,.28,28,Soccer,1000,1000,1000,1000,200,348,26.2,"Same length",85,85,"Index finger",November,Summer,No,No,Meat,Milk,"Physical education",6.5,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,200,5,1,10,25,12,3,2,5,15,15,3,3,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Religious figure","International aid"
USA,NY,2021,"11        ",Female,17,Right-Handed,180,21,160,1,Car,5,0.444,"40 ",Walking/Hiking,900,800,900,500,200,500,22,"Left foot",70,70,"Same length",May,Fall,No,No,Desserts,"Powdered drink",English,7,8,5,"Yes - broadband connection","Text messaging","15 ",15,"10  ",15,5,8,1,1,10,"15 ",15,"18 ",0,5,Some,"Graduate degree",Pop,Telepathy,Rich,Teacher,Health
USA,NY,2021,"12        ",Male,17,Right-Handed,170.2,26.7,174,2,Walk,1,.241,34,Lacrosse,500,500,500,500,1000,1000,"26.7 ","Same length",120,127,"Ring finger",July,Summer,Yes,No,Meat,"Soft drink (caffeinated)",History,5,11,5,"Yes - broadband connection","Text messaging",50,50,"18 ",6,18,6,20,10,2,4,14,4,8,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Other,"International aid"
USA,NY,2021,"12        ",Male,17,Ambidextrous,185.4,29.4,185.4,1,Car,23,1.23,29,Rowing,900,0,900,900,400,900,29.4,"Same length",,,"Ring finger",June,Summer,Yes,No,Meat,Water,"Mathematics and statistics",6,10,5,"Yes - broadband connection","Internet chat or instant messaging",300,300,40,20,5,5,15,20,2,2,50,10,0,3,None,"Graduate degree","Heavy metal","Freeze time",Rich,Other,Other
USA,NY,2021,"12        ",Male,17,Right-Handed,180,25.4,180,1,"Rail (Train/Tram/Subway)",60,0.2,31,"Football (American)",1000,900,800,800,600,700,25.3,"Right foot",90.4,90.4,"Same length",April,Fall,Yes,No,Meat,Other,"Physical education",6,9,3-5,"Yes - broadband connection",,10,10,3,8,6,12,10,10,15,5,24,30,0,5,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,"International aid"
USA,NY,2021,"12        ",Female,18,Right-Handed,161.3,25,163,1,Bus,98,0.402,35,Skateboarding/Rollerblading,1000,1000,722,1000,503,503,25,"Same length",8,8.5,"Ring finger",September,Spring,No,No,Seafood,Milk,Music,7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,3,36,12,0,16,10,24,7,20,30,5,5,5,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Relative,Environment
USA,NY,2021,"11        ",Female,17,Right-Handed,154.9,17.78,154.9,2,"Rail (Train/Tram/Subway)",25,0.059,"30 ",Bowling,1000,1000,1000,1000,500,1000,17.78,"Same length",71.2,71.2,"Same length",June,Spring,No,No,Meat,Water,English,6,12,5,"Yes - broadband connection","Text messaging",100,1002,2,1,0,1,0,0,7,7,10,10,0,5,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,16,Right-Handed,173cm,25cm,171cm,1,"Rail (Train/Tram/Subway)",45,0.288,61,Basketball,700,500,900,900,500,800,25,"Same length",65,65,"Same length",October,Fall,No,No,Fruit,Water,Art,8,8-10,3,"Yes - broadband connection","Text messaging",200,175,3,24,8,0,3,3,24,48,96,0,0,3,None,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,NY,2021,"12        ",Male,16,Right-Handed,172,26,169.5,2,Walk,10,0.737,79,Basketball,1000,1000,1000,1000,150,"250 ",26,"Same length",80,85,"Ring finger",October,Summer,No,No,Breads/Sandwiches,Juice,"Physical education",8,10,4,"Yes - other","In person",5,5,2,1,5,1,3,10,2,5,1,4,0,10,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,NY,2021,"11        ",Male,18,Right-Handed,187,27,91,1,Walk,15,0.413,31,Golf,781,872,850,636,968,947,26,"Right foot",,85,"Ring finger",December,Winter,No,No,Meat,Juice,"Physical education",6,4,5,"Yes - broadband connection","Text messaging",12,15,15,8,4,40,10,55,12,18,5,4,0,12,"Very little","Graduate degree","Heavy metal",Telepathy,Happy,Other,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,155,22,169,1,"Rail (Train/Tram/Subway)",85,.431,"39 ","Football (American)",900,700,700,900,200,400,22,"Same length",6.5,7,"Ring finger",May,Fall,No,No,Meat,Water,"Social studies","6 ",10,4,"Yes - broadband connection","Text messaging",1,3,0,1,20,4,10,3,0,2,50,5,0,"7 ","A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Other
USA,NY,2021,"12        ",Female,17,Right-Handed,168,23,168,2,"Rail (Train/Tram/Subway)",40,0.876,55,Walking/Hiking,700,500,700,300,400,300,24,"Left foot",70,70,"Same length",January,Fall,No,No,Fruit,Juice,"Mathematics and statistics",6,8,5,"Yes - other","In person",20,15,0.5,0.2,4,3,1,0,1,0.4,8,1,2,2,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2021,"12        ",Male,17,Left-Handed,170,25,174,2,"Rail (Train/Tram/Subway)",45,0.373,67,Soccer,750,600,650,400,800,1000,25,"Same length",70,70,"Same length",March,Fall,Yes,No,"No favorite",Water,,6,8,4,"Yes - broadband connection","Internet chat or instant messaging",50,50,25,4,10,25,10,20,5,10,40,0,5,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,NY,2021,"11        ",Male,16,Right-Handed,173,23,179,1,"Rail (Train/Tram/Subway)",90,0.249,62,"Football (American)",631,604,64,797,898,1000,24.5,"Left foot",75,75,"Same length",April,Summer,No,No,"Rice/Noodle dishes",Water,"Physical education",5,12,6,"Yes - broadband connection","In person",50,50,2,35,14,5,6,0,30,48,20,5,0,10,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Religious figure","Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,"26 ",150,2,"Rail (Train/Tram/Subway)",45,0.521,44,Walking/Hiking,750,900,900,900,500,600,26,"Same length",76,63,"Index finger",June,Fall,No,No,Pizza/Pasta,Water,Art,5,8,5,"Yes - broadband connection","Text messaging",150,175,4,6,5,4,3,0,2,3,10,0,0,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2021,"12        ",Female,16,Right-Handed,157,23,156,3,Bus,45,0.665,35,Skateboarding/Rollerblading,1000,1000,1000,1000,200,500,23,"Same length",76,79,"Ring finger",October,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,5,"Yes - other","Text messaging",50,50,3,5,15,25,5,5,5,7,4,10,12,15,Some,Other,Pop,"Freeze time",Healthy,Relative,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,171,22,140,1,Car,10,.328,30,Baseball/Softball,500,500,250,250,10,10,25,"Left foot",73,72,"Same length",July,Fall,Yes,No,"Rice/Noodle dishes",Tea,"Computers and technology",7,7,4,"Yes - broadband connection","Internet chat or instant messaging",1000,500,0,10,5,7,0,24,24,24,50,1,0,7,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Other,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,147.3,23,145,3,Walk,15,0.625,"43 s.",Other,578,1000,1000,1000,400,1000,23,"Same length",70mm,71mm,"Ring finger",March,Spring,Yes,No,Fruit,Water,Other,4,4-3,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5-10,5,2-5,"1-2 h",3-5,6-9,1,1-3,5-6,4-5,9-10,1,00,00,Some,"Undergraduate degree",Other,Telepathy,Happy,Actor,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,156,27,150,1,Bus,70,.523,38,Dancing,500,800,350,0,1000,1000,26,"Right foot",7.5,7.7,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Water,Other,7,10,2,"Yes - broadband connection","Text messaging",50,25,40,2,156,20,2,10,21,42,80,3,0,10,"A lot","Graduate degree",Other,Invisibility,Happy,Other,Other
USA,NY,2021,"12        ",Female,15,Right-Handed,155,,,3,"Rail (Train/Tram/Subway)",46,0.407,53,"Table Tennis",570,570,820,580,1000,1000,,,,,,August,Fall,No,No,Desserts,Coffee,Science,4,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"10        ",Female,15,Right-Handed,165,24,156,2,Walk,5,0.483,66,Running/Jogging,999,900,950,930,50,100,24,"Same length",71,72,"Ring finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,6,"Yes - other","Text messaging",50,60,7,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Left-Handed,157,23,157,1,Walk,15,0.375,41,None,642,684,786,529,861,925,23,"Same length",70,68,"Index finger",August,Summer,No,No,Other,,Art,6,9,4,"Yes - broadband connection","Internet chat or instant messaging",5,20,1,0,4,1,0,4,1,1,6,1,0,2,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,Relative,"Arts, culture, sports"
USA,NY,2021,"11        ",Male,17,Right-Handed,181,28,189,3,Bus,50,.266,27,Basketball,455,444,279,501,406,1000,28,"Same length",91,99,"Index finger",May,Fall,No,No,Meat,Milk,"Mathematics and statistics",7,9,6,"Yes - broadband connection","In person",400,420,6,0,10,8,9,3,12,12,30,2,12,9,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,NY,2021,"12        ",Female,17,Ambidextrous,154,23,152,2,Car,20,0.33,36,Basketball,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,18,Ambidextrous,162,21,160,3,"Rail (Train/Tram/Subway)",60,0.331,43,Swimming,487,572,610,492,257,540,22,"Left foot",63,88,"Same length",October,Fall,Yes,No,Pizza/Pasta,"Energy drink",Science,7,2,3,"Yes - other","Text messaging",99,300,6,166,8,13,0,"27 ",13,60,168,7,15,13,Some,"Some college",Other,Fly,Happy,"Musician or singer",Health
USA,NY,2021,"12        ",Male,18,Right-Handed,5.7,8,"5 fee",4,Bus,"30 m","0.76 ","46 s",Swimming,,,,,,,8,"Same length",1.10,"2 cm","Index finger",February,Spring,No,Yes,Meat,"Energy drink",Music,7,10,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100+,100+,"10 ho","35 h","3 h",15h,14h,20h,15h,5h,1h,0,15h,"10 h",,,,,,,
USA,NY,2021,"12        ",Male,17,Right-Handed,157.4,24,158,2,"Rail (Train/Tram/Subway)",20,0.373,40,Basketball,1000,900,600,500,1000,1000,24,"Same length",idk,idk,"Ring finger",March,Spring,No,No,Meat,Water,"Mathematics and statistics",7,11,3,"Yes - other","Text messaging","500 +",600+,5,12,8-10,11,3,5,3,24,8,2,0,10,"Very little","Graduate degree",Reggae,Fly,Happy,"Sports person",Religious
USA,NY,2021,"12        ",Male,18,Left-Handed,178,23,176,2,"Rail (Train/Tram/Subway)",42,0.331,29,Athletics,1000,1000,305,652,1000,1000,25,"Left foot",76,81,"Ring finger",February,Fall,No,No,Breads/Sandwiches,Water,"Social studies",6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,1000,5,3,18,0,4,0,49,2,56,1,8,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Friend,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,175,24,173,2,Car,15,0.339,40,Tennis,1000,1000,920,914,1000,1000,24,"Same length",105,110,"Ring finger",December,Summer,Yes,No,Meat,Water,Science,7,10,3,"Yes - broadband connection","Text messaging",100,150,10,0,30,28,4,0,2,2,35,5,1,15,"A lot","Graduate degree",Other,Telepathy,Happy,"Doctor or nurse","International aid"
USA,NY,2021,"11        ",Female,17,Right-Handed,155,21,162,2,"Rail (Train/Tram/Subway)",25,0.306,35,"Martial Arts",900,100,250,890,1000,1000,22,"Left foot",90,80,"Index finger",September,Fall,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Music,6,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,200,5,1,30,10,20,15,10,5,25,50,0,5,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,NY,2021,"11        ",Male,16,Right-Handed,167,25,178,1,"Rail (Train/Tram/Subway)",57,.375,40,None,829,888,797,952,797,904,25,"Right foot",78,70,"Index finger",February,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,5,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,20,40,7,50,25,10,1,1,1,50,10,0,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,Other,Environment
USA,NY,2021,"12        ",Male,18,Right-Handed,191,27,178,2,Car,15,.324,42,Baseball/Softball,500,612,598,439,119,344,26,"Right foot",69,84,"Ring finger",October,Spring,Yes,No,Meat,Coffee,,8,7,6,"Yes - broadband connection","In person",33,41,10,5,12,7,12,3,3,2,12,5,2,2,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Arts, culture, sports"
USA,NY,2021,"12        ",Male,18,Right-Handed,172,25.4,170,1,Car,15,.938,42,"Football (American)",0,100,500,0,600,600,25.4,"Same length",89,71,"Index finger",September,Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",6,6,4,"Yes - broadband connection","Cell phone",10,10,20,0,3,18,6,6,5,0,3,17,18,7,Some,"Undergraduate degree",Country,Fly,Happy,"Religious figure",Religious
USA,NY,2021,"11        ",Female,17,Left-Handed,5'5,8cm,175cm,"1 eng","Rail (Train/Tram/Subway)",1hr,7.669,66sec,Dancing,VI,VI,VI,VI,VI,VI,n/a,"Same length",n/a,n/a,"Same length",April,Spring,Yes,No,Seafood,Water,Art,8,12,9,"Yes - broadband connection","Text messaging",6,27,0hr,2hr,3hr,24hr,4hr,1hr,1hr,7hr,5hr,4hr,n/a,8hr,Some,"Some college",Reggae,Invisibility,Healthy,"Doctor or nurse","International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,180,26,185,3,"Rail (Train/Tram/Subway)",60,0.643,53,Soccer,900,900,900,900,900,1000,26,"Same length",85,85,"Same length",May,Summer,No,No,Meat,Water,Other,8.5,10,4,"Yes - other","Text messaging",30,30,12,3,7,2,8,3,7,4,40,5,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,155,21,155,3,"Rail (Train/Tram/Subway)",20,0.302,38,Soccer,990,900,950,960,630,640,22,"Left foot",6.6,7.2,"Ring finger",April,Spring,No,Yes,Fruit,Water,English,7,8,3,"Yes - broadband connection","Text messaging",110,200,17,3,5,8,4,0,0,5,12,5,11,4,Some,"Undergraduate degree",Other,Fly,Happy,"Community leader or elder","International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,170,24,165,2,"Rail (Train/Tram/Subway)",35,0.471,44,Dancing,,,,,,,24,"Left foot",75,80,"Ring finger",April,Fall,No,No,Pizza/Pasta,Water,Other,6,12,5,"Yes - broadband connection","In person",600,637,,1,10,0,1,3,15,6,2,1,0,2,"A lot","Some college",Other,"Freeze time",Rich,Relative,Health
USA,NY,2021,"12        ",Male,16,Right-Handed,186,28,188,2,Car,30,.337,39,Other,980,960,820,840,800,900,28,"Same length",96,98,"Ring finger",April,Summer,No,No,Meat,Water,"Mathematics and statistics",8,10,5,,"Text messaging",44,,4,2,10,,7,,,5,,6,0,2,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2021,"11        ",Female,16,Left-Handed,160,22,164,2,"Rail (Train/Tram/Subway)",90,.302,35,Dancing,1000,1000,1000,1000,1000,1000,22,"Same length",75,75,"Same length",February,Winter,Yes,No,"Rice/Noodle dishes",Water,English,6,10,3,"Yes - broadband connection","Internet chat or instant messaging",150,231,2,1,14,5,0,10,12,10,25,0,0,5,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Relative,"International aid"
USA,NY,2021,"11        ",Female,16,Right-Handed,166,23,160,1,"Rail (Train/Tram/Subway)",40,0.422,52,Walking/Hiking,898,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,157,22,178,1,"Rail (Train/Tram/Subway)",45,.371,46,Walking/Hiking,711,556,690,754,273,755,21,"Right foot",72,75,"Index finger",May,Spring,Yes,No,"No favorite",Water,English,6,8,2,"Yes - other","Text messaging",50,25,2,2,12,4,5,2,19,29,20,1,0,4,"A lot","Undergraduate degree","Rock and roll","Freeze time",Healthy,Other,Environment
USA,NY,2021,"11        ",Male,16,Right-Handed,168,23,164,2,"Rail (Train/Tram/Subway)",45,0.398,31,Walking/Hiking,813,642,610,973,380,508,23,"Same length",76.2,88.9,"Ring finger",June,Fall,Yes,No,Poultry,Water,Other,7,8,4,"Yes - broadband connection","Internet chat or instant messaging",16,14,0,8,10,5,0,13,5,5,18,5,0,2,Some,Other,"Rock and roll",Invisibility,Healthy,Other,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,156,26,148,2,"Rail (Train/Tram/Subway)",40,0.421,39,"Martial Arts",800,800,700,700,700,800,26,"Same length",67,74,"Ring finger",April,Fall,No,No,Desserts,Water,English,7,8,4,"Yes - broadband connection","Text messaging",20,60,30,1,10,5,4,4,4,4,6,0,0,2,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,NY,2021,"10        ",Female,15,Right-Handed,"174 ",24,170,2,Car,20,0.11,118,Swimming,100,60,70,50,60,60,24.5,"Left foot",,,,August,Summer,No,No,Pizza/Pasta,Water,History,8,10,5,"Yes - broadband connection","In person",?,?,9,3,9,4,2,0,4,4,6,4,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Actor,"International aid"
USA,NY,2021,"11        ",,,,,,,,,,,,,,,765,909,636,626,23,"Same length",64,70,"Ring finger",January,Winter,No,Yes,Fruit,Water,"Social studies",7,8,5,"Yes - broadband connection","In person",60,74,7,1,5,10,2,0,4,7,10,5,2,4,Some,Other,Other,Invisibility,Happy,Other,"International aid"
USA,NY,2021,"11        ",Male,17,Right-Handed,184,28,178,2,Bus,50,0.343,32,Basketball,1000,914,941,888,497,503,28,"Same length",89,95,"Ring finger",July,Fall,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",6.5,7,3,"Yes - broadband connection","Cell phone",40,45,20,5,15,2,10,4,0,30,60,12,14,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer",Environment
USA,NY,2021,"12        ",Male,17,Right-Handed,173,25,180,2,Bicycle,13,0.333,42,Athletics,,,,,,,25,"Same length",52,54,"Same length",February,Fall,Yes,No,Meat,Tea,Science,7-8,9,4,"Yes - broadband connection","Text messaging",15,15,12,2,6,2,8,21,0,4,40,0,30,7,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,"Wildlife, animals"
USA,NY,2021,"12        ",Male,16,Right-Handed,168,22,175,2,"Rail (Train/Tram/Subway)",30,0.239,37,Swimming,600,600,600,700,700,700,23,"Left foot",85,80,"Index finger",September,Spring,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,9,9,"Yes - other","Text messaging",6,3,2,0,5,5,0,6,5,3,16,0,0,0,Some,"Some college","Rap/Hip hop",Fly,Happy,Relative,Health
USA,NY,2021,"10        ",Male,15,Right-Handed,165,10,100,3,Walk,1,.371,47,Other,1000,1000,500,500,10,1000,10,"Same length",180,180,"Same length",April,Winter,Yes,No,Meat,Water,"Mathematics and statistics",9,8,5,"Yes - broadband connection","In person",20,50,2,2,10,24,10,0,5,1,10,10,0,0,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Sports person",Environment
USA,NY,2021,"11        ",Female,18,Right-Handed,5'1,"6 ft",N/A,1,"Rail (Train/Tram/Subway)","1 hr",0.335,34,Dancing,0,0,0,0,455,1000,"6 ft","Same length","4 ",4,"Ring finger",September,Winter,No,No,Meat,Juice,English,"6 hrs","4 hrs",3,"Yes - broadband connection","Text messaging",9,11,"5 ","1 hr","1 hr","3 hrs",0,0,"23 hr","20 hr","15 hr","15 hr","7 hrs",0,Some,"High school","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,167,idk,idk,2,"Rail (Train/Tram/Subway)",15,0.541,15,Basketball,50,100,100,100,100,100,idk,"Same length",idk,idk,"Same length",May,Fall,No,No,Seafood,Coffee,Science,6-7,12,6,"Yes - other","Internet chat or instant messaging",2,2,3,1,1,1,0,0,0,1,1,0,"a few",1,Some,"Graduate degree",Classical,"Super strength",Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,18,Right-Handed,191,31,183,2,Car,2,.348,47,Baseball/Softball,700,700,700,700,1000,1000,31,"Same length",152.4,152.4,"Same length",June,Winter,Yes,No,"No favorite",Water,History,7,9,3,"Yes - broadband connection","In person",3,15,4,.25,15,2,10,6,1,.25,12,2,0,0,Some,Other,Other,Fly,Happy,Politician,Environment
